marupiara-itá	marupiara+N+PL
membeka	membeka+N+SG
membeka-itá	membeka+N+PL
munhangara	munhangara+N+SG
munhangara-itá	munhangara+N+PL
pirasua	pirasua+N+SG
pirasua-itá	pirasua+N+PL
suriwara	suriwara+N+SG
suriwara-itá	suriwara+N+PL
tepusimanha	tepusimanha+N+SG
tepusimanha-itá	tepusimanha+N+PL
tuyuwé	tuyuwé+N+SG
tuyuwé-itá	tuyuwé+N+PL
ukawara	ukawara+N+SG
ukawara-itá	ukawara+N+PL
waimĩ	waimĩ+N+SG
waimĩ-itá	waimĩ+N+PL
